美濃白玉蘿蔔減產3成 價格比去年上漲7成,http://news.ltn.com.tw/news/life/breakingnews/2292720,美濃白玉蘿蔔今年減產3成，價格比去年上漲近7成。（記者陳文嬋攝）\n2017-12-24 19:00\n〔記者陳文嬋／高雄報導〕高市美濃白玉蘿蔔今年受豪雨影響減產3成，價格卻比去年上漲近7成，市府農業局今舉辦拔蘿蔔受歡迎，百名大小農夫扮成耶誕老人，穿梭Mini農田拔蘿蔔，場面熱鬧滾滾。\n百名大小農夫扮成耶誕老人，穿梭田間拔蘿蔔，場面熱鬧滾滾。（記者陳文嬋攝）\n學童拔完蘿蔔，拍賣10分鐘完售，功力不輸真農夫。（記者陳文嬋攝）\n農業局與美濃農會連續7年推出「白玉蘿蔔股東會」，網路開放企業與民眾認股秒殺，更掀起拔蘿蔔熱潮，每年創造至少3億元經濟產值，躍升為「土中生白玉，地內出黃金」明星產業。\n農業局表示，美濃白玉蘿蔔今年種植面積240公頃，10月種植初期深受豪雨影響，造成許多農田受損嚴重，市府獲悉立馬於當月下旬，啟動現金救助機制。\n部分農友重新種植白玉蘿蔔，但造成產期延後，整體產量更減少3成，價格呈現量少價揚，目前每斤約30元，相較去年每斤20元，價格上揚近7成。\n農業局今年輔導農民取得全國第一張白玉蘿蔔產銷履歷證書，近來更推廣「食農教育」，今於蓮池潭旁Mini農田舉辦拔蘿蔔，百名民眾變身大、小農夫，裝扮成為耶誕老人，穿梭田間拔蘿蔔，也採蕃茄、挖地瓜及摘玉米。\n學童一同合作扛著豐收蔬果，協助農民到微風市集販售，耶誕小農夫拍賣功力了得，不到10分鐘全部賣光，完全不輸給農民，現場更DIY自製料理，享用耶誕大餐，提前歡度耶誕節。
台北西區失控抗爭「馬拉松」 這些人將被法辦,http://news.ltn.com.tw/news/society/breakingnews/2292718,23日抗議勞基法修法遊行到晚間抗議者四處流竄台北西門町，中華路交通一度癱瘓。（記者羅沛德攝）\n2017-12-24 18:59\n〔記者王冠仁／台北報導〕勞團、學生等團體昨天上街抗議勞基法修法，但入夜後卻脫序演出「西區馬拉松」，且爆發多起衝突。警方目前根據初步的蒐證，發現全國金融業工會聯合總會祕書長韓仕賢、自由台灣黨成員李容渝、高教工會成員陳柏謙、公投護台灣聯盟成員李嘉宇，涉嫌違反集會遊行法，將再傳喚他們到案製作筆錄並送辦。\n23日抗議勞基法修法遊行到晚間抗議者四處流竄台北西門町，中華路交通一度癱瘓。（記者羅沛德攝）\n至於率領群眾佔據台北市西區各種大路口的李容渝、陳柏謙、李嘉宇，則涉嫌違反公共危險罪，警方後續也將一併傳辦。\n抗議男子謝毅宏在抗議期間涉嫌踢踹一名特勤員警腹部，他昨天被帶往保安大隊隊部保護管束，並將依社會秩序維護法第85條移請檢方裁處。另名翁姓男子則是無故攜帶一把木劍到場，他與無故攀爬拒馬的呂姓男子、劉姓男子也將依違反社會秩序維護法送辦。\n此外，王姓男子涉嫌阻擋公車前進，桃園市產業總工會顧問毛振飛指揮群眾企圖衝進行政院時，一名郭姓男子涉嫌伸手抓傷員警臉頰，也將被依妨害公務罪嫌送辦。\n警方說，由於昨天抗議時程長且地點多，蒐證影帶短時間內無法依依檢視完成，後續若在蒐證影像中發現不法行為，也將針對脫序者陸續傳辦到案。
雷倩出掌婦聯會 葉俊榮：給新主委一個協商機會,http://news.ltn.com.tw/news/politics/breakingnews/2292719,2017-12-24 18:55\n〔記者陳鈺馥／台北報導〕內政部撤換婦聯會主委辜嚴倬雲後，婦聯會今日開會選出新主委人選，由新任常委雷倩接掌婦聯會主委一職；對此，內政部長葉俊榮表示，很肯定婦聯會迅速配合改選，不管選出的人是誰，若新主委有新想法，原來協商基礎都還存在。\n內政部長葉俊榮。（資料照，記者張嘉明攝）\n葉俊榮指出，內政部對於協商持開放態度，要給新選出的主委雷倩一個協商機會，也尊重他們的選擇，只要在原來三大民主原則及基礎之上，「大家都可以再來朝向美好的方向走！」\n葉俊榮提及，之前三方協商過程，雷倩算滿明理的，也跟其他人有一些討論機會，其實婦聯會有很多人都滿明理的，各方會顧及利益，這都是正常的，既然協商當時有大方向，只要處理大方向不變，希望未來能繼續往前邁進。
救護手套變身耶誕樹 頂埔消防隊成熱門打卡景點,http://news.ltn.com.tw/news/society/breakingnews/2292712,教會民眾圍著耶誕樹唱聖歌（記者余衡翻攝）\n2017-12-24 18:55\n〔記者余衡／新北報導〕消防隊飄濃濃耶誕味！新北市土城區頂埔消防分隊旁，上週突然出現一棵藍、白色相間的耶誕樹，近1層樓高的耶誕樹晚上點燈後美輪美奐，不但吸引許多路過駕駛駐足拍照打卡，還有教會民眾前來傳福音、唱聖歌，儼然土城入夜之後熱門新景點！\n手套耶誕樹夜裡美輪美奐（記者余衡翻攝）\n消防隊員用紙箱及救護手套製作耶誕樹（記者余衡翻攝）\n小隊長吳建旻說，之前曾在網路上看見國外消防隊，用救護手套灌氣後做成桌上型耶誕樹，日前隊部整理倉庫時，發現一大箱藍色、白色的過期手套，心想可以藉此宣導入冬後防範一氧化碳中毒，於是著手建造「手套耶誕樹！」\n他先到大賣場蒐集廢棄紙箱，堆疊出基本的樹木形狀，其他隊上同仁分頭協助將手套灌氣、黏貼，大夥辛苦了近一週、使用近400個救護手套，最後再將燈條纏繞在藍、白相間的手套樹冠層中，最後放上玩偶點燈，分隊瞬間被濃濃耶誕味包圍，同仁驚呼「沒想到救護手套可以這樣用！」\n頂埔消防分隊呼籲，民眾冬天使用燃氣熱水器務必記得「四要」，安裝室內要強排、使用環境要通風、商品檢驗要標示、安裝人員要證照，如此便能防範一氧化碳中毒，隊上耶誕樹預計放到明年元旦前後，歡迎民眾前來拍照打卡。
台南十大易肇事路段 永康區占四條居冠要小心,http://news.ltn.com.tw/news/society/breakingnews/2292715,2017-12-24 18:51\n〔記者王俊忠／台南報導〕台南市警局交通大隊統計今年南市十大易肇事路段，並公布在臉書社群，希望大家能彼此叮嚀「出門開心，路程當心，讓家人安心！」。交通大隊長楊慶裕表示，今年南市死亡車禍有一六三件、一六三人死亡，造成家庭破碎，駕駛人務必嚴守交通規則、小心行車。\n南市交警大隊指出，今年增設移動式路旁爆閃警示燈，有助減少傷亡車禍發生。（記者王俊忠翻攝）\n南市警交通大隊公布今年全市十大易肇事路段，永康區占四條居冠。（記者王俊忠翻攝）\n冷氣團接連報到，洋溢年節歡樂氣氛的耶誕節和元旦即將到來，南市警交通大隊為提醒用路人注意團圓、出遊及通勤路況、行車安全，再統計今年度南市十大易肇事路段，這十大路段依交通事故件數多寡，排名依序為（一）永康區中華路二四六件、（二）永康區中山南路一四一件、（三）安南區安和路一二０件，前三名車禍案都超過一百件。\n第四名路段之後年度車禍案都不滿百件，（四）東區中華東路、（五）永康區大灣路、（六）永康區中正南路、（七）仁德區中正路、（八）東區東門路、（九）安南區海佃路、（十）北區公園路。前十大路段中，永康區就占了四條，居全市各區之冠，顯示永康區車禍案多，值得用路人多留意。\n交警大隊為輔助駕駛人提高警覺、遵守交通規則，今年除持續取締惡性違規、提報加強改善交通設施工程建議二七八件，更加碼徵召「道安守護生力軍─移動式爆閃警示燈」一０五二組，運用大數據定期分析事故肇因、時段、道路型態並實地評估，與各分局共同佈設在本市快速道路、郊區省道等車速較快的路段、彎道、山區道路、陡坡、路幅縮減等易肇事地點，機動調整位置，讓駕駛人能反射動作地減速查看往來人車、路況及依速限行駛。
反勞基法修法遊行走了樣 女警被抗議群眾折斷手指,http://news.ltn.com.tw/news/society/breakingnews/2292677,2017-12-24 18:45\n〔即時新聞／綜合報導〕為了表達反對勞基法修法的訴求，大批群眾在昨天（23日）透過集會遊行來抗議，遊行到後來竟變成抗議民眾在北市街頭脫序混亂，阻礙交通。雖然最後經過警方柔性勸導，人群才逐漸散去，但過程中也造成23名員警受傷，其中還有一名女警的手指被折斷送醫，可想當時場面之混亂。\n勞團23日遊行抗議勞動基準法修法，演變成暴力事件，其中造成一名女警手指被折斷。（中央社）\n此次勞基法修法被不少人譏為根本是在剝削勞工，勞工團體也批評這根本是在「架空勞基法」，勞工權利等同於倒退30年。根據《中央社》報導，為表達不滿，昨天由勞工、學生、社運等團體所發起的「反勞基法修惡大遊行」出現在北市街頭。但活動結束後，仍有不少民眾不願就此散去，四處集結，造成交通大亂，其中約有60名左右的抗議者被警備車載走，而警方也表示將持續蒐證，並依違反「社會秩序維護法」偵辦。\n台北市警察局中正一分局副分局長于增祥也表示，因為抗議群眾已經嚴重影響用路人權益，警方當下只得依法強制命令他們解散。過程有一名18歲翁姓男子攜帶木劍在北車東三門附近欲襲警；還有一名24歲謝姓男子在行政院前以腳踹員警，兩人都已涉嫌違反社維法，將移送台北地方法院台北簡易庭裁處，至於其他人也將持續蒐證，確認是否有攻擊事件，事後傳辦。\n于增祥指出，在昨天的集會遊行活動中，共造成23名警員受傷，其中在中正一分局的李姓女警傷勢最為嚴重，初為人母的她在行政院首波衝突中，遭民眾折斷手指，緊急送台大醫院開刀救治。對此，于增祥表示不捨，認為警察也有個人權益，呼籲民眾集會遊行時能夠保持理性，不要對警方施以暴力。
要吃到胡瓜聖誕大餐超難 謝忻性感深蹲做這事,http://ent.ltn.com.tw/news/breakingnews/2292706,要吃到胡瓜聖誕大餐超難 謝忻性感深蹲做這事\n2017/12/24 18:44\n〔記者洪素津／台北報導〕恰逢聖誕節，胡瓜在民視《綜藝大集合》特別準備了豐富膨派的聖誕大餐來給大家品嘗，但「精打細算」的胡瓜怎麼可能輕易就送上大餐？節目中胡瓜帶著大家來到極限體能中心，要讓藝人接受考驗才能吃到彭派的聖誕大餐。\n胡瓜出題難度大到連大集合魔王郭忠祐都無法單人挑戰完成，還直呼：「這真的太難了…手完全提不起來…」，讓胡瓜笑說：「平常都覺得忠祐很厲害，難得看到直接卡關過不去的」，而在忠祐、東諺、舞陽及阿翔四人的努力之下，終於攻克剩下關卡。\n接著輪到女藝人挑戰瓜哥指定的健身動作，謝忻、文綺、忻恬及晨熙，四人必須挑戰不同動作，並須支撐145秒，謝忻領頭挑戰第一個動作「單腳深蹲」支撐了29秒，第二棒張文綺挑戰「舞王式」動作，只見張文綺臉色漲紅，支撐了72秒，最後的忻恬及晨熙挑戰「雙人深蹲」，在成功的當下兩人直接跌坐地上喜極而泣，瓜哥直言：「看到大家能夠同心協力完成挑戰真的很感動！未來應該多多準備類似的挑戰，這樣大家向心力才會好！」話一說完馬上引起眾人驚呼，紛紛急呼拜託不要再這樣折磨大家了。\n胡瓜出難題考眾藝人。（民視提供）\n謝忻挑戰深蹲持久度。（民視提供）\n謝忻深蹲跌坐地上。（民視提供）\n新聞送上來！ 快加入APP、LINE好友\niOS\nAndroid\nAPP下載\nLINE好友\n相關新聞
紅糯米乖乖！ 太巴塱部落特產變養生零嘴,http://news.ltn.com.tw/news/life/breakingnews/2292707,紅糯米乖乖地外包裝有特殊設計，卡通乖乖人物換裝變成阿美勇士、阿美公主現身。（記者花孟璟攝）\n2017-12-24 18:44\n〔記者花孟璟／花蓮報導〕添加紅棗、黑糖的「紅糯米乖乖」好滋補！花蓮太巴塱部落特產有機無毒紅糯米，屬於香米品種，一年只種一期，光豐地區農會和乖乖公司合作生產「紅糯米乖乖」，本週新鮮推出，由出產的光豐農會超市先鋪貨試賣，一包「產地價」30元，明年元旦起，將鋪貨到縣內各農會超市，售價一包35元。\n花蓮紅糯米主要產地在光復鄉太巴塱部落，栽種約20公頃，因照顧不易產量稀少。（記者花孟璟攝）\n紅糯米乖乖地外包裝有特殊設計，卡通乖乖人物換裝變成阿美勇士、阿美公主現身。（記者花孟璟攝）\n紅糯米加入紅棗、黑糖，吃起來和一般乖乖不一樣，和左上角的奶油椰子乖乖比較，口感紮實香氣也很夠。（記者花孟璟攝）\n紅糯米乖乖（右）與一般的奶油椰子乖乖（左）比較，包裝很有原味。（記者花孟璟攝）\n紅糯米（右）一般都是做成糯米飯來食用，台灣民間喜歡紅糯米、黑糯米，認為有滋補功效。（記者花孟璟攝）\n一包售價幾乎是普通乖乖的2倍，這「紅糯米乖乖」有什麼特別之處？記者今天跑到光豐農會超市買來試吃，重量和一般20元乖乖相同，都是52g，售價是35元，和奶油椰子乖乖比較，奶油乖乖比較大顆，但咬起來較多孔隙，紅糯米乖乖一打開包裝，黑糖香氣撲鼻，口感相對扎實，顆粒也比較長型，口味不會太甜膩。\n光豐地區農會總幹事林清水說，一般的乖乖是以玉米澱粉製造，「紅糯米乖乖」是純有機紅糯米製做，沒有添加其他澱粉，還加入黑糖、紅棗，成本較高，一箱12包米乖乖，就用掉1公斤的紅糯米，光是米的成本就有100多元，吃起來特別香，售價也比普通乖乖的20元貴，產地農會每包售價30元。\n他說，目前採取限量推出，與乖乖公司合作先試做900箱、約10萬包，本週開始在花蓮光豐地區農會超市上架「試水溫」，歡迎消費者多多支持，讓真材實料的紅糯米乖乖可以持續生產，讓更多消費者都能吃到。\n台東關山鎮農會今年農曆年以關山米，和乖乖公司合作「關山米乖乖」，半年狂銷24萬包；花蓮光豐地區農會超市，本週也悄悄上市新產品「紅糯米乖乖」。農會推廣部主任張明發說，紅糯米屬於香米品種，植株比一般稻子高、容易倒伏，加上有機栽培不施農藥，照顧不容易，目前主要栽種區集中太巴塱部落，面積約20公頃，每年僅1期稻，且產量也少，每公頃只產約2400公斤，比一般稻米的7000公斤甚至上萬公斤相距甚遠，售價也高。\n他說，紅糯米營養價值高，一般都拿來當補品，適合做甜酒釀、甜鹹糯米飯，這次開發新產品「紅糯米乖乖」，包裝也有特別設計，大家熟悉的「乖乖」人物變成阿美勇士、阿美公主，還有收成滿滿的紅糯米，背景是部落圖騰柱及秀姑巒溪長虹橋等花蓮美景，相當有特色。張明發說，消費者如直接向產地農會購買，才有一包30元優惠。\n相關影音
ㄚ桃、園哥2歲生日趴粉絲樂翻了,http://news.ltn.com.tw/news/life/breakingnews/2292704,ㄚ桃、園哥兩歲生日趴，與粉絲互動愉快。（記者謝武雄攝）\n2017-12-24 18:38\n［記者謝武雄／桃園報導］ㄚ桃、園哥2歲了，桃園市府今天在八德區桃園市立兒童美術館舉辦生日趴，會中安排與紛絲相見歡，小朋友更是忙著和ㄚ桃、園哥抱抱及自拍，市長鄭文燦也為它們準備雙層立體翻糖造型蛋糕慶生，並贈送日本專門訂製雨衣作為生日禮物，讓ㄚ桃、園哥參加活動不再怕淋雨，最後鄭文燦和現場小朋友高唱生日快樂歌為ㄚ桃、園哥慶生，也讓現場氣氛HIGH到最高點。\nㄚ桃、園哥兩歲生日趴，與粉絲互動愉快。（記者謝武雄攝）\n鄭文燦也細數ㄚ桃、園哥這兩年生活點點滴滴，他說，園哥是哥哥是棒球迷，ㄚ桃是妹妹則是客家妹，是由徐千舜所設計，出生於2015年12月28日，「2016台灣燈會」首度擔綱擔任代言人就打響名氣，兩年來出席超過二百場活動，今年十月還到日本拚外交，與宮崎縣吉祥物宮崎犬相見歡，還代表桃園參加全國吉祥物PK戰，不僅拿下第2名，還是網路票選第1名。\n他說，明年有許多大活動，包括4月的桃園農業博覽會、9月地景藝術節等，也都需要由ㄚ桃、園哥擔任代言人；此外ㄚ桃、園哥的小粉絲親手繪製生日賀卡245張，經評選挑出10張佳作，讓ㄚ桃、園哥珍藏，鄭文燦也允諾發放市民卡給ㄚ桃、園哥作為員工證，享有市民滿滿的福利。\n來自日本姊妹市吉祥物千葉君、鰻成君、青鬼及宮崎犬，台北市熊讚、台中世界花博吉祥物石虎家族、高雄市高通通、高雄熊，Lamigo桃猿隊吉祥物猿氣小子也都拍攝影片為ㄚ桃、園哥慶生。
體育國手與花蓮小將交流 台北熊讚打氣,http://news.ltn.com.tw/news/life/breakingnews/2292688,台北世大運明星「熊讚」到花蓮用特有活力與豐富的肢體語言幫花蓮體育小選手加油打氣。（記者王錦義攝）\n2017-12-24 18:30\n〔記者王錦義／花蓮報導〕許多體育選手出身花蓮，花蓮縣壽豐鄉雲山水民宿「有熊的森林」透過行政院東部聯合服務中心和立法委員蕭美琴協助，今天邀請世大運滑輪溜冰奪牌選手吳東諺、中華男足國手高俊鴻、嚴和生、李建良等四位國手，與花蓮地區美崙國中、三民國中的體育小選手共聚一堂，分享從訓練到奪牌心路歷程，台北世大運明星「熊讚」也到花蓮，用特有活力與豐富的肢體語言幫花蓮體育小選手加油打氣。\n世大運滑輪溜冰的選手吳東諺分享他在國家運動中心訓練的心路過程，他說，在世大運中面對屢次對戰均未能克服的世界第一的中國籍選手，在龐大的壓力下，甚至需要尋求心理老師的協助，最後因比賽過程中碰到角標而加秒沒取得最佳成績，但在競速上已經超越對手，這次的經驗，讓他體認到自身不足的地方，這些也將化為養分，成為下次挑戰世界第一的動力。\n而同在台電隊的三位中華男足隊的國手高俊鴻、嚴和生、李建良，不僅同為美崙國中畢業，過去都出現在2006年由楊力州、張榮吉兩位導演協力合作拍攝的足球紀錄片《奇蹟的夏天》，現在也同在台電足球隊打拚，將足球變成一生的事業，3人在「熊讚×體育×花蓮」分享會也特別分享了在訓練中，找到自我拼搏的目標，也找到家人的支持與肯定。\n行政院東部辦公室執行長許傳盛說，做為觀光大縣的花蓮，其實也是台灣體育界的人材庫，全世界最風靡的運動是足球，而花蓮孕育許多足球好手，未來期待有更多的體育活動、甚至是國家訓練中心可以移轉到好山好水的花蓮來做訓練。蕭美琴則說，希望耶誕佳節中，不止是一個歡樂的日子，也是一個分享的日子，勝利從來不是簡單的，透過這個活動，希望能夠分享怎麼成功，怎麼成為一個國手的經驗。\n台北世大運明星「熊讚」到花蓮用特有活力與豐富的肢體語言幫花蓮體育小選手加油打氣。（記者王錦義攝）
男星突發性失明 雙眼多處骨折達「殘疾人標準」,http://ent.ltn.com.tw/news/breakingnews/2292685,男星突發性失明 雙眼多處骨折達「殘疾人標準」\n2017/12/24 18:29\n〔娛樂頻道／綜合報導〕中國業餘拳擊手鄒市明曾帶著兒子「軒軒」參加節目《爸爸去哪兒3》，父子的互動深受觀眾歡迎，日前卻傳出鄒市明突發性失明，狀況令人相當擔心，專家也透露鄒市明將來可能無法再進行拳擊運動。\n鄒市明過去就曾發現左眼視網膜有個洞，他動完手術後冒著失明的危險參加拳擊賽，雖然最後獲得勝利，但被形容是「一場血淋淋的比賽」，據《新華社》報導，鄒市明的主治醫師表示，在經過精密檢查後，發現他的雙眼有多處骨折，左眼的視力已相當的低，並說已達到「國家殘疾人」的標準，不過具體原因仍須進一步的檢查，西安體育學院人體科學專家苟波也相當關心鄒市明的病情，表示拳擊手的眼眶骨折並不罕見，但他較擔心鄒市明的視網膜，也說鄒市明的狀況較為嚴重，將來可能不適合再從事拳擊運動。\n鄒市明驚傳突發性失明。（翻攝自鄒市明微博）\n鄒市明眼眶多處骨折，往後恐無法再從事拳擊運動。（翻攝自鄒市明微博）\n鄒市明曾帶兒子參加《爸爸去哪兒》。（翻攝自鄒市明微博）\n新聞送上來！ 快加入APP、LINE好友\niOS\nAndroid\nAPP下載\nLINE好友\n相關新聞
蔡依林崇拜魔鬼女教官 增加女人味全靠他們,http://ent.ltn.com.tw/news/breakingnews/2292695,蔡依林崇拜魔鬼女教官 增加女人味全靠他們\n2017/12/24 18:26\n〔記者王心妤／台北報導〕女星蔡依林將於明年1月推出《PLAY世界巡迴演唱會LIVE紀實》預購，將演唱會的400小時精華濃縮，連從未曝光的幕後花絮也收錄。這次巡眼邀請曾為麥可傑克森及女神卡卡擔任編舞指導的創意總監Stacy Walker及Travis Payne合作，蔡依林難掩對Stacy的崇拜，誇讚對方是個「魔鬼女教官」。\n對於蔡依林的崇拜，Stacy也反誇她正式來的時候總讓自己驚艷。蔡依林打趣說：「我喜歡給大家驚喜，其實我回家都在偷練！」透露有次看到Dancer對著鏡子搔首弄姿，對鏡中的自己說：「I'm Fabulous!（我是最棒的！）」自嘲難怪自己的女人味可以比過去整整高了一個Level！\n蔡依林雖然已身經百戰，但她坦言上台前還是會緊張，不過音樂一下，緊張感反而變成助力，瞬間消失不見。回憶起印象最深的表演服，蔡依林笑說：「之前有件以1920年代女伶為主題的造型，因為裙擺採流蘇設計，就算穿了安全褲，屁屁還是若隱若現。」讓她試裝時一度大喊：「我不要露屁股！」緊急修改樣式。\n蔡依林推出演唱會DVD。（華納提供）\n蔡依林推出演唱會DVD。（華納提供）\n新聞送上來！ 快加入APP、LINE好友\niOS\nAndroid\nAPP下載\nLINE好友\n相關新聞
超級白色耶誕！北海道耶誕節連3天暴風雪,http://news.ltn.com.tw/news/world/breakingnews/2292660,日本北海道及北陸地區預計從耶誕節（25日）起將有連3天的暴風雪，日本氣象廳已發出暴風雪警戒。（圖翻攝自@bladerunner1982 Twitter）\n2017-12-24 18:19\n〔即時新聞／綜合報導〕受朝鮮半島強烈低氣壓影響，日本北海道及北陸地區預計從耶誕節（25日）起將有連3天的暴風雪，日本氣象廳已發出暴風雪警戒，請民眾及遊客小心即將到來的「超級白色耶誕」。\n綜合外媒報導，日本氣象廳預測，一股強烈寒流將於下週一（25日）耶誕節當天抵達日本北部上空，該區域天氣將明顯轉差，北海道及本州北陸地區將有可能出現暴風雪；日本放送協會（NHK）報導，耶誕節當天北海道風速將來到每小時40公里，北陸地區每小時30公里，最大陣風可高達每小時58公里，且惡劣天氣將一路持續到週三（27日），呼籲民眾準備好應對暴雪、雪崩等狀況的緊急措施。\n札幌、青森、秋田等地預計自週一起將連續2天全日下雨雪，平均溫度為在4至7度；但週二氣溫將明顯下降，青森及秋田最低溫為零下5度，札幌零下8度，遊日人士請特別留意。\n東京、大阪、福岡等地區氣溫稍降，但整體天氣不受影響。\n北海道去年耶誕期間也有大風雪，札幌市的降雪量更達到50年來最高紀錄，嚴重影響交通，札幌新千歲國際機場更一度關閉，數以萬計旅客受影響。
湯姆漢克不爽川普 拒替總統在白宮播放新片,http://ent.ltn.com.tw/news/breakingnews/2292691,湯姆漢克不爽川普 拒替總統在白宮播放新片\n2017/12/24 18:19\n〔記者莊沛儀／綜合報導〕奧斯卡影帝湯姆漢克主演電影《郵報：密戰》，改編自真實事件，講述《華盛頓郵報》、《紐約時報》聯手揭露越戰的機密「五角大廈文件」，日前在金球獎提名上風光入圍包括最佳影片、導演及男、女主角等6獎，整體表現備獲肯定。\n基本上，每位導演和演員都希望能在白宮西翼的私人影院，放映自己的電影給總統觀看，但湯姆漢克最近受訪時卻明確拒絕，「不會想播放給川普看」，所以若川普想看湯姆漢克的新片，勢必得自己走進電影院了。\n對此，川普還未回應，但白宮新聞秘書西恩史派斯和福斯主播蘿拉針對湯姆漢克言論做出抨擊，表示「身為一個美國知名、受人愛戴的明星，這番言論是在侮辱美國總統」，認為是在為新片炒話題。\n湯姆漢克表明不想在白宮播放新片。（翻攝Business Insider）\n新聞送上來！ 快加入APP、LINE好友\niOS\nAndroid\nAPP下載\nLINE好友\n相關新聞
直徑8公尺飛碟 「降落」台南龍崎月世界,http://news.ltn.com.tw/news/life/breakingnews/2292686,點燈後，泥岩中的飛碟與山上的聖誕樹，相互輝映。（記者吳俊鋒翻攝）\n2017-12-24 18:13\n〔記者吳俊鋒／台南報導〕因事業廢棄物處理中心計畫案而引爆爭議的台南市龍崎區牛埔里，雖然較為偏遠，卻有知名的泥岩生態環境，居民結合地形特色，不僅營造「外星人與幽浮的家」入口意象，更以情境劇場的表現手法，製作直徑8公尺的大型飛碟，降落在山丘上，讓遊客來月世界真的看得到UFO，今天完工、亮相，成為拍照、打卡的新地景。\n飛碟降落在月世界環伺的場域之中，相當搶眼。（記者吳俊鋒攝）\n飛碟地景由牛埔里長陳永和設計，直徑8公尺，體積頗為龐大。（記者吳俊鋒攝）\n牛埔里不僅打造「外星人與幽浮的家」入口意象，連飛碟降落的地景都做出來了。（記者吳俊鋒攝）\n打造外星人與幽浮的家，是牛埔里長陳永和的構想，他認為，世界級的泥岩景觀，一旦讓掩埋場進駐，污染公害將破壞純樸、美麗的園區，這項創意的具體實踐，旨在訴求當地有推動觀光發展的絕佳條件。\n飛碟地景由陳永和親手設計，配合泥岩的蒼涼感，以藍、白色系為主調，圓狀結構外圍最寬處的直徑達7公尺，包含立起的降落支架，高度也超過7米半，設置於月世界環伺的半山腰上，相當醒目，因距離有觀光人潮的「牛埔農糖」不遠，吸引遊客搶拍。\n陳永和表示，飛碟由尼龍布特製而成，內有光影特效設計，下方主照明為米黃色，上頭則是粉紅系列，再搭配8盞小投射燈，以及裝置在邊緣的LED群，入夜後電力一啟動，真的很閃亮、搶眼。\n陳永和強調，若是環境嚴重被破壞，有朝一日，住在地球的居民也會變成外星人，搭著飛碟至外太空尋找棲身之處，打造幽浮降落的情境劇場，背後隱藏的意涵，值得大家省思。
爐石全明星賽》「聽說Purple認為爛到不用Ban」 Virtual笑談聖騎內戰打錯牌,http://sports.ltn.com.tw/news/breakingnews/2292661,Virtual將在四強對上偶像Purple。（記者陳耀宗攝）\n〔記者陳耀宗／台北報導〕閃電狼「大哥」Tom60229成為《爐石戰記》2017全明星賽首位「三穿」、橫掃對手「歐洲K神」Kolento的選手，但今天交手台灣同鄉Virtual，大哥所攜帶的快攻獵進牌排序不佳，最終以2比3輸給對手，無緣四強。《自由電競》賽後也先後找來兩位選手，一談對戰過程。\n首先我們問到「大哥」其所攜帶的快攻獵是否適合在本次賽場上，Tom60229回應，快攻獵很吃排序，只有術士打不贏，其他都是些微優勢或是大優，只要把術士Ban掉就可，但今天對上Virtual就已經比較衰，對方的手氣比他好。\nTom60229也稱讚Virtual今日運氣很好，談到第五場雙方的親王賊內戰，開場就進牌「親王」及「暗影閃現」，他也認為自己比較衰，多了一張「派奇」，「進派奇就沒救了，除非他一直抽不到海盜，但又沒有」。\n最後，Tom60229被問到美國選手Firebat以牌組優勢看冠軍人選，他開口還是直呼「我覺得牌組來說我的應該還是最好的」，接著他也說，其實牌組優勢大概都是55%，通常不會影響太大，不太認同Firebat以牌組優勢來看冠軍。\nTom無緣四強。（記者陳耀宗攝）\n接著，Virtual也接受短訪，先請他談到自己表現，他認為自己有滿多打錯的，特別是聖騎士內戰，「聽說直接被Purple噴說這個聖騎爛到不用Ban」，他也笑說，他本來就不太會玩快攻，如果接下來能打Purple，對方把聖騎放出來也不錯，現在他已經大概知道錯在哪。\nVirtual也被問到「大哥」、「二哥」本場快攻獵牌組似乎勝率不太理想，他表示：「我原本也有想要帶獵人，但是我不太會打，最後沒有帶，Tom昨天也是一把過，今天輸兩場，獵人排序比較重要，他可能留著一個武器，運氣不太好」。\n也因為他的四強對手就是Purple，Virtual也直呼對方是他的偶像，從兩三年前就有在Follow對方、覺得他很強；從WeiFu或是Purple的牌組來看，Virtual認為兩人的牌組各自跟他打過的JasonZhou與Tom很像，「都是已經打過的，比較沒什麼問題」。
台東長濱大停電 台電預計6時40分恢復供電,http://news.ltn.com.tw/news/life/breakingnews/2292662,台東縣長濱鄉今（24）日下午5時40分許驚傳大停電，目前該地區街道與民宅陷入一片漆黑。（圖擷取自爆廢公社）\n2017-12-24 18:09\n〔即時新聞／綜合報導〕台東縣長濱鄉今（24）日下午5時40分許驚傳大停電，目前該地區街道與民宅陷入一片漆黑，但台電台東區營業處尚未對此發表說明，僅在網站公告預計晚間6時40分全面恢復供電，籲請民眾行經該地區小心慢行。\n台電已於晚間5時30分許，陸續獲報長濱地區停電消息，預計於晚間6時40分全面恢復供電。（圖擷取自台電）\n民眾在臉書社團「爆廢公社」指出，「台東長濱這整個海岸停電」，從照片中來看，長濱鄉當地街道與民宅，目前處於漆黑狀態，路上來往行車成為唯一光源，台電台東區營業處對此沒有發表說法，計畫性工作停電公告中，亦無今日停電通知。\n從台電計畫性工作停電公告中可見，今日無任何停電通知，但台電已於晚間5時30分許，陸續獲報長濱地區停電消息，預計於晚間6時40分全面恢復供電，至於為何突然停電，有待台電公司調查、釐清原因後，進一步對外說明。
